"no";"dong";"AptName";"code";"buildYear";"jibun";"lat";"lng";"img"
1667;" 중계동";"중앙하이츠2";"11350";"1998";"161-1";"";"";""
1668;" 중계동";"삼성";"11350";"1999";"593";"";"";""
1669;" 중계동";"삼창타워주상프라자";"11350";"1997";"584-1";"";"";""
1670;" 중계동";"청구(366)";"11350";"1993";"366";"";"";""
1671;" 중계동";"경남아너스빌";"11350";"2002";"597";"";"";""
1672;" 월계동";"장은하이빌";"11350";"2002";"931";"";"";""
1673;" 월계동";"월계로즈빌(387)";"11350";"2004";"387";"";"";""
1674;" 공릉동";"공릉동 한보에센시티아파트";"11350";"2000";"743";"";"";""
1675;" 공릉동";"비선아파트";"11350";"1999";"109";"";"";""
1676;" 공릉동";"우국리더스빌";"11350";"2006";"757";"";"";""
1677;" 공릉동";"삼익4단지아파트";"11350";"1994";"714";"";"";""
1678;" 하계동";"청솔(시영7)";"11350";"1989";"274";"";"";""
1679;" 하계동";"벽산";"11350";"1988";"271-3";"";"";""
1680;" 상계동";"상계불암대림";"11350";"2000";"1289";"";"";""
1681;" 상계동";"우림루미아트1";"11350";"2004";"1306";"";"";""
1682;" 상계동";"한양";"11350";"1988";"757";"";"";""
1683;" 상계동";"송이월드B동";"11350";"2004";"1101-33";"";"";""
1684;" 상계동";"노원IPARK";"11350";"2009";"1318";"";"";""
1685;" 중계동";"중계현대2";"11350";"1991";"435-1";"";"";""
1686;" 중계동";"양지마을(대림)1";"11350";"1998";"587";"";"";""
1687;" 중계동";"주공8";"11350";"1993";"362-1";"";"";""
1688;" 중계동";"신안동진";"11350";"1993";"364";"";"";""
1689;" 중계동";"코지아뜨리에101";"11350";"2008";"137-28";"";"";""
1690;" 월계동";"세양청마루";"11350";"2005";"943";"";"";""
1691;" 월계동";"주공2";"11350";"1993";"556";"";"";""
1692;" 공릉동";"주완위즈빌2";"11350";"2005";"504-5";"";"";""
1693;" 공릉동";"진주브라운";"11350";"2004";"585-7";"";"";""
1694;" 공릉동";"670-7";"11350";"2016";"670-7";"";"";""
1695;" 하계동";"삼익선경";"11350";"1993";"255-1";"";"";""
1696;" 상계동";"동양엔파트";"11350";"2003";"1305";"";"";""
1697;" 상계동";"노원현대";"11350";"1997";"359";"";"";""
1698;" 상계동";"대망드림힐1";"11350";"2003";"1304";"";"";""
1699;" 상계동";"노원우성";"11350";"1992";"1251";"";"";""
1700;" 상계동";"송이월드A동";"11350";"2004";"1101-2";"";"";""
1701;" 상계동";"미도";"11350";"1988";"766-1";"";"";""
1702;" 상계동";"현대2차";"11350";"1993";"1078";"";"";""
1703;" 상계동";"소담빌";"11350";"2014";"330-29";"";"";""
1704;" 중계동";"건영3";"11350";"1995";"360-15";"";"";""
1705;" 중계동";"이연아마빌레";"11350";"2003";"58-34";"";"";""
1706;" 중계동";"양지마을(대림)2";"11350";"1999";"588";"";"";""
1707;" 중계동";"중계3벽산";"11350";"1999";"592";"";"";""
1708;" 중계동";"현대그린";"11350";"1998";"49";"";"";""
1709;" 중계동";"경남";"11350";"1989";"505";"";"";""
1710;" 월계동";"꿈의숲 SK VIEW";"11350";"2016";"949";"";"";""
1711;" 월계동";"대동";"11350";"1997";"925";"";"";""
1712;" 월계동";"우남그랜드";"11350";"2001";"930";"";"";""
1713;" 공릉동";"광덕파크빌아파트";"11350";"2003";"752";"";"";""
1714;" 공릉동";"노원 프레미어스 엠코";"11350";"2016";"670-20";"";"";""
1715;" 공릉동";"대주파크빌아파트";"11350";"2003";"751";"";"";""
1716;" 공릉동";"효성아파트";"11350";"1999";"746";"";"";""
1717;" 상계동";"비콘드림힐2";"11350";"2005";"1308";"";"";""
1718;" 상계동";"양우";"11350";"2002";"1299";"";"";""
1719;" 상계동";"비콘드림힐3";"11350";"2005";"1310";"";"";""
1720;" 상계동";"상계주공10(저층)";"11350";"1988";"666";"";"";""
1721;" 상계동";"희락";"11350";"1997";"1280";"";"";""
1722;" 상계동";"신이모닝빌";"11350";"2002";"1298";"";"";""
1723;" 상계동";"임광";"11350";"1989";"694";"";"";""
1724;" 상계동";"수락현대";"11350";"1995";"1272";"";"";""
1725;" 상계동";"상계우방유쉘";"11350";"2000";"1295";"";"";""
1726;" 상계동";"상계주공2(고층)";"11350";"1988";"740";"";"";""
1727;" 중계동";"성원1";"11350";"1996";"580";"";"";""
1728;" 중계동";"주공10";"11350";"1995";"360-16";"";"";""
1729;" 중계동";"신안";"11350";"1999";"590";"";"";""
1730;" 중계동";"극동의푸른별1차";"11350";"2005";"600";"";"";""
1731;" 월계동";"삼창";"11350";"1985";"448-3";"";"";""
1732;" 월계동";"성북역신도브래뉴";"11350";"2005";"941";"";"";""
1733;" 월계동";"서광";"11350";"1994";"922";"";"";""
1734;" 월계동";"우남(저층)";"11350";"1984";"492-1";"";"";""
1735;" 공릉동";"신명아파트";"11350";"1995";"382-14";"";"";""
1736;" 공릉동";"태승훼미리아파트";"11350";"2009";"759";"";"";""
1737;" 공릉동";"참다움아파트";"11350";"2012";"395-6";"";"";""
1738;" 공릉동";"공릉2신도브래뉴아파트";"11350";"2002";"749";"";"";""
1739;" 공릉동";"씨엠아파트";"11350";"2006";"568-6";"";"";""
1740;" 공릉동";"청솔브레싱B동";"11350";"2003";"380-10";"";"";""
1741;" 상계동";"청솔";"11350";"2003";"1049-43";"";"";""
1742;" 상계동";"상계주공2(저층)";"11350";"1987";"740";"";"";""
1743;" 상계동";"상계주공3(고층)";"11350";"1988";"730-2";"";"";""
1744;" 상계동";"대동황토빌라트";"11350";"1999";"1021-12";"";"";""
1745;" 상계동";"상계주공3(저층)";"11350";"1987";"737";"";"";""
1746;" 중계동";"대림벽산(363)";"11350";"1993";"363";"";"";""
1747;" 중계동";"현대2(4차)";"11350";"1993";"578";"";"";""
1748;" 중계동";"대호";"11350";"2000";"591";"";"";""
1749;" 중계동";"진로유통조합대림";"11350";"1992";"78";"";"";""
1750;" 중계동";"청암3단지(582)";"11350";"2003";"582";"";"";""
1751;" 중계동";"동도센트리움(601)";"11350";"2005";"601";"";"";""
1752;" 공릉동";"현대(고려)아파트";"11350";"1999";"590-1";"";"";""
1753;" 상계동";"현대4차";"11350";"1995";"1271";"";"";""
1754;" 상계동";"코지한주";"11350";"2006";"가-6040-35";"";"";""
1755;" 상계동";"한창늘푸른";"11350";"2003";"925-1";"";"";""
1756;" 중계동";"한신월드";"11350";"2005";"68-1";"";"";""
1757;" 월계동";"건양노블레스빌";"11350";"2003";"938";"";"";""
1758;" 공릉동";"라메즈아파트";"11350";"2004";"575-24";"";"";""
1759;" 공릉동";"주완위즈빌";"11350";"2004";"351-2";"";"";""
1760;" 공릉동";"서진프라자아파트";"11350";"1997";"492-3";"";"";""
1761;" 상계동";"센트럴타워";"11350";"2005";"581-2";"";"";""
1762;" 상계동";"건영";"11350";"2003";"1321";"";"";""
1763;" 중계동";"성원2";"11350";"1995";"581";"";"";""
1764;" 월계동";"한일2";"11350";"2000";"927";"";"";""
1765;" 공릉동";"청수대아파트";"11350";"2005";"270-47";"";"";""
1766;" 공릉동";"하늘공원아파트(102동)";"11350";"2007";"222-4";"";"";""
1767;" 중계동";"화인상가";"11350";"1994";"579";"";"";""
1768;" 월계동";"우남푸르미아";"11350";"2006";"946";"";"";""
1769;" 공릉동";"백영아파트";"11350";"2004";"593-6";"";"";""
1770;" 하계동";"청구3";"11350";"1996";"251-12";"";"";""
1771;" 공릉동";"플라체76";"11350";"2014";"661-20";"";"";""
1772;" 중계동";"비콘드림힐(602)";"11350";"2005";"602";"";"";""
1773;" 수색동";"대림한숲";"11380";"2003";"415-1";"";"";""
1774;" 녹번동";"현재맨션";"11380";"1993";"35-122";"";"";""
1775;" 녹번동";"북한산푸르지오";"11380";"2015";"281";"";"";""
1776;" 불광동";"북한산현대홈타운";"11380";"2004";"633";"";"";""
1777;" 불광동";"불광롯데캐슬";"11380";"2018";"645";"";"";""
1778;" 불광동";"북한산래미안아파트(2단지)";"11380";"2010";"637";"";"";""
1779;" 불광동";"북한산대창센시티";"11380";"2004";"71-16";"";"";""
1780;" 불광동";"대호프라자 아파트";"11380";"2000";"631-1";"";"";""
1781;" 불광동";"북한산힐스테이트1차아파트";"11380";"2009";"635";"";"";""
1782;" 불광동";"청송";"11380";"2003";"30";"";"";""
1783;" 불광동";"북한산 한양 수자인 아파트";"11380";"2006";"636";"";"";""
1784;" 갈현동";"미미";"11380";"1997";"538";"";"";""
1785;" 갈현동";"역촌맨션";"11380";"1973";"467-2";"";"";""
1786;" 갈현동";"힐튼";"11380";"2007";"327-15";"";"";""
1787;" 갈현동";"라이프시티";"11380";"1991";"267-1";"";"";""
1788;" 갈현동";"현재트윈빌";"11380";"2001";"542-1";"";"";""
1789;" 갈현동";"베로니스";"11380";"2017";"468-5";"";"";""
1790;" 구산동";"이안";"11380";"2009";"308-81";"";"";""
1791;" 구산동";"엔에스";"11380";"2003";"26-41";"";"";""
1792;" 구산동";"경남아너스빌";"11380";"2004";"224";"";"";""
1793;" 구산동";"갈현1단지e-편한세상";"11380";"2004";"547";"";"";""
1794;" 구산동";"신호(199-24)";"11380";"2008";"199-24";"";"";""
1795;" 대조동";"효민아크로뷰";"11380";"2018";"12-8";"";"";""
1796;" 대조동";"주주베에이";"11380";"2014";"9-14";"";"";""
1797;" 대조동";"미래하임";"11380";"2012";"6-17";"";"";""
1798;" 대조동";"호림리슈리안";"11380";"2018";"172-75";"";"";""
1799;" 응암동";"삼흥리치";"11380";"2016";"117-54";"";"";""
1800;" 응암동";"응암동금호";"11380";"1998";"739";"";"";""
1801;" 응암동";"해태드림타운";"11380";"1997";"738";"";"";""
1802;" 응암동";"벧엘블레스빌";"11380";"2006";"119-16";"";"";""
1803;" 응암동";"신동아";"11380";"1990";"197-78";"";"";""
1804;" 응암동";"백련산힐스테이트2차";"11380";"2011";"760";"";"";""
1805;" 응암동";"우성";"11380";"1988";"694-1";"";"";""
1806;" 응암동";"백련산힐스테이트1차";"11380";"2011";"759";"";"";""
1807;" 응암동";"대주파크빌";"11380";"2003";"669-1";"";"";""
1808;" 응암동";"녹번역센트레빌";"11380";"2013";"762";"";"";""
1809;" 응암동";"응암아네스트";"11380";"2014";"88-8";"";"";""
1810;" 응암동";"대우푸르지오";"11380";"2008";"176";"";"";""
1811;" 응암동";"서안에이스";"11380";"2004";"97-3";"";"";""
1812;" 역촌동";"만민라이프(A동)";"11380";"2004";"59-15";"";"";""
1813;" 역촌동";"소망";"11380";"2002";"63-2";"";"";""
1814;" 역촌동";"무궁화";"11380";"1972";"62-16";"";"";""
1815;" 역촌동";"위산엘리시움";"11380";"2018";"17-17";"";"";""
1816;" 역촌동";"센타폴리스";"11380";"2004";"85-12";"";"";""
1817;" 역촌동";"역촌센트레빌";"11380";"2011";"232";"";"";""
1818;" 신사동";"은평신사두산위브";"11380";"2006";"370";"";"";""
1819;" 신사동";"라이프씨티";"11380";"1992";"354";"";"";""
1820;" 신사동";"삼부";"11380";"2001";"361";"";"";""
1821;" 신사동";"임탑(364) 101동";"11380";"2003";"364";"";"";""
1822;" 신사동";"신사성원";"11380";"2000";"360";"";"";""
1823;" 신사동";"현대1";"11380";"1997";"359";"";"";""
1824;" 신사동";"구암";"11380";"2004";"366";"";"";""
1825;" 신사동";"이랜드 타운아파트";"11380";"2004";"367";"";"";""
1826;" 신사동";"뉴신사신성";"11380";"1993";"356";"";"";""
1827;" 증산동";"베로니스";"11380";"2019";"257";"";"";""
1828;" 증산동";"디오반";"11380";"2011";"173-1";"";"";""
1829;" 증산동";"인우";"11380";"2003";"252";"";"";""
1830;" 증산동";"DMC덕원";"11380";"1997";"220-1";"";"";""
1831;" 증산동";"DMC문영퀸즈파크";"11380";"2004";"254";"";"";""
1832;" 진관동";"은평뉴타운상림마을(푸르지오C-5)";"11380";"2008";"5";"";"";""
1833;" 진관동";"은평뉴타운 우물골(두산위브5단지)";"11380";"2009";"83";"";"";""
1834;" 진관동";"은평뉴타운상림마을(현대아이파크B-11)";"11380";"2008";"15";"";"";""
1835;" 진관동";"제각말(푸르지오2-9단지)";"11380";"2010";"92";"";"";""
1836;" 진관동";"은평뉴타운 구파발(삼성래미안9단지)";"11380";"2010";"25";"";"";""
1837;" 진관동";"은평뉴타운상림마을(현대아이파크B-13)";"11380";"2008";"11";"";"";""
1838;" 진관동";"은평뉴타운상림마을(현대아이파크B-14)";"11380";"2008";"10";"";"";""
1839;" 수색동";"제일아파트가동(345-4)";"11380";"2007";"345-4";"";"";""
1840;" 녹번동";"유일아트리움";"11380";"2016";"176-22";"";"";""
1841;" 녹번동";"녹번현대아파트";"11380";"1989";"100-55";"";"";""
1842;" 녹번동";"녹번JR아파트";"11380";"2002";"280-1";"";"";""
1843;" 불광동";"대광월드";"11380";"2003";"391-68";"";"";""
1844;" 불광동";"청나아파트";"11380";"2003";"330-14";"";"";""
1845;" 불광동";"북한산현대힐스테이트3차아파트";"11380";"2010";"641";"";"";""
1846;" 불광동";"라이프미성";"11380";"1988";"248";"";"";""
1847;" 불광동";"북한산 힐스테이트7차";"11380";"2011";"643";"";"";""
1848;" 불광동";"윤현(484-90)";"11380";"1998";"484-90";"";"";""
1849;" 불광동";"경인에버빌(285-18)";"11380";"2018";"285-18";"";"";""
1850;" 갈현동";"코오롱하늘채";"11380";"2003";"545";"";"";""
1851;" 갈현동";"갈현건영";"11380";"2001";"541-1";"";"";""
1852;" 갈현동";"우남";"11380";"1998";"540";"";"";""
1853;" 갈현동";"한솔";"11380";"1997";"539";"";"";""
1854;" 갈현동";"인우(281-236)";"11380";"1999";"281-236";"";"";""
1855;" 갈현동";"현재트윈빌";"11380";"2000";"542-1";"";"";""
1856;" 구산동";"갈현현대";"11380";"1998";"382";"";"";""
1857;" 구산동";"한국프라우드";"11380";"2005";"225";"";"";""
1858;" 구산동";"대림e-편한세상2";"11380";"2004";"546";"";"";""
1859;" 대조동";"뉴캐슬";"11380";"2013";"9-29";"";"";""
1860;" 대조동";"삼성타운";"11380";"1997";"231";"";"";""
1861;" 대조동";"정익제이원아파트(15-114)";"11380";"2015";"15-114";"";"";""
1862;" 응암동";"드림캐시아1";"11380";"2011";"116-26";"";"";""
1863;" 응암동";"삼영N-CITY";"11380";"2015";"96-19";"";"";""
1864;" 응암동";"남청파인힐";"11380";"2001";"742-3";"";"";""
1865;" 역촌동";"한국리치빌";"11380";"2003";"231";"";"";""
1866;" 역촌동";"서안";"11380";"2003";"32-37";"";"";""
1867;" 신사동";"정은노블스A";"11380";"2006";"23-9";"";"";""
1868;" 신사동";"명남더블레스(19-162)";"11380";"2018";"19-162";"";"";""
1869;" 신사동";"라이프미성";"11380";"1987";"140-1";"";"";""
1870;" 신사동";"연세";"11380";"2002";"11-22";"";"";""
1871;" 진관동";"은평뉴타운 박석고개(힐스테이트12단지)";"11380";"2009";"101";"";"";""
1872;" 진관동";"은평뉴타운엘크루";"11380";"2017";"65";"";"";""
1873;" 진관동";"은평뉴타운상림마을(현대아이파크B-4)";"11380";"2008";"6";"";"";""
1874;" 진관동";"은평뉴타운 우물골(두산위브6단지)";"11380";"2009";"81";"";"";""
1875;" 진관동";"은평뉴타운상림마을(롯데캐슬A-12)";"11380";"2008";"20";"";"";""
1876;" 녹번동";"래미안베라힐즈";"11380";"2018";"283";"";"";""
1877;" 불광동";"대호아파트";"11380";"1999";"629";"";"";""
1878;" 불광동";"남해그린힐";"11380";"2001";"632";"";"";""
1879;" 갈현동";"행운";"11380";"2002";"474-4";"";"";""
1880;" 갈현동";"동광갈현베르빌";"11380";"2004";"465-12";"";"";""
1881;" 갈현동";"갈현동현대";"11380";"1997";"537";"";"";""
1882;" 갈현동";"유호루하스";"11380";"2018";"548";"";"";""
1883;" 구산동";"브라운스톤구산";"11380";"2006";"159-10";"";"";""
1884;" 구산동";"경향";"11380";"1989";"162-1";"";"";""
1885;" 구산동";"한성산장";"11380";"1992";"169-1";"";"";""
1886;" 대조동";"벽산 메트로시티";"11380";"2012";"4-11";"";"";""
1887;" 대조동";"정익제이원";"11380";"2014";"6-26";"";"";""
1888;" 대조동";"신세계드림빌1";"11380";"2003";"195-14";"";"";""
1889;" 대조동";"대조리치빌III";"11380";"2014";"4-8";"";"";""
1890;" 대조동";"유성아이비아파트";"11380";"2014";"14-320";"";"";""
1891;" 대조동";"효원";"11380";"2003";"88-69";"";"";""
1892;" 응암동";"응암하이포롬";"11380";"2003";"117-22";"";"";""
1893;" 응암동";"재연";"11380";"2004";"122-26";"";"";""
1894;" 응암동";"뉴월드(402-112)";"11380";"2005";"402-112";"";"";""
1895;" 응암동";"애필리움";"11380";"2006";"113-35";"";"";""
1896;" 응암동";"백련산힐스테이트 4차";"11380";"2018";"764";"";"";""
1897;" 응암동";"자선메르시안(400)";"11380";"2005";"400";"";"";""
1898;" 응암동";"백련산힐스테이트3차";"11380";"2011";"761";"";"";""
1899;" 응암동";"조이팰리스(90-23)";"11380";"2003";"90-23";"";"";""
1900;" 역촌동";"부호(102동)";"11380";"2004";"58-9";"";"";""
1901;" 역촌동";"코아";"11380";"2003";"79-50";"";"";""
1902;" 신사동";"회림";"11380";"2004";"39-2";"";"";""
1903;" 신사동";"현대2";"11380";"1994";"355";"";"";""
1904;" 신사동";"신성";"11380";"1988";"155-1";"";"";""
1905;" 신사동";"형진";"11380";"1997";"19-84";"";"";""
1906;" 진관동";"힐데스하임";"11380";"2017";"64";"";"";""
1907;" 진관동";"제각말(푸르지오8단지)";"11380";"2010";"154";"";"";""
1908;" 진관동";"은평뉴타운솔하임";"11380";"2017";"60";"";"";""
1909;" 진관동";"은평뉴타운상림마을(롯데캐슬A-1)";"11380";"2008";"19";"";"";""
1910;" 진관동";"은평뉴타운 우물골(두산위브8단지)";"11380";"2009";"88";"";"";""
1911;" 진관동";"은평뉴타운 우물골(두산위브7단지)";"11380";"2010";"84";"";"";""
1912;" 진관동";"은평뉴타운상림마을(현대아이파크B-10)";"11380";"2008";"12";"";"";""
1913;" 진관동";"은평뉴타운상림마을(푸르지오C-6)";"11380";"2008";"1";"";"";""
1914;" 녹번동";"해주드림빌";"11380";"2001";"279-1";"";"";""
1915;" 녹번동";"월든힐스";"11380";"2013";"29-106";"";"";""
1916;" 불광동";"북한산래미안아파트(1단지)";"11380";"2010";"638";"";"";""
1917;" 갈현동";"갈현삼성";"11380";"2003";"544";"";"";""
1918;" 구산동";"우공아트빌";"11380";"2002";"26-4";"";"";""
1919;" 구산동";"새천년드림";"11380";"2002";"213-17";"";"";""
1920;" 대조동";"정익제이원";"11380";"2014";"4-6";"";"";""
1921;" 대조동";"아이안빌";"11380";"2012";"4-18";"";"";""
1922;" 응암동";"다원(107-4)";"11380";"2011";"107-4";"";"";""
1923;" 응암동";"은평구 백련산로 67 백련산파크자이";"11380";"2019";"626-108";"";"";""
1924;" 응암동";"예청A";"11380";"2002";"122-13";"";"";""
1925;" 응암동";"대운브랜뉴";"11380";"2008";"118-12";"";"";""
1926;" 응암동";"디우아르떼";"11380";"2019";"590-23";"";"";""
1927;" 응암동";"세종레디안";"11380";"2004";"581-3";"";"";""
1928;" 역촌동";"거성리젠시2차";"11380";"2006";"44-6";"";"";""
1929;" 역촌동";"엔에스";"11380";"2001";"46-29";"";"";""
1930;" 역촌동";"예청";"11380";"2004";"36-14";"";"";""
1931;" 역촌동";"개성팰리스";"11380";"2012";"234";"";"";""
1932;" 신사동";"신사씨티";"11380";"1993";"297";"";"";""
1933;" 신사동";"정은노블스B";"11380";"2006";"23-53";"";"";""
1934;" 신사동";"청운제일(362-0)";"11380";"2002";"362";"";"";""
1935;" 신사동";"양지파크";"11380";"2014";"241";"";"";""
1936;" 증산동";"우방";"11380";"2000";"244";"";"";""
1937;" 진관동";"은평 스카이뷰 자이";"11380";"2019";"62";"";"";""
1938;" 진관동";"은평뉴타운 폭포동(힐스테이트D-11)";"11380";"2010";"135";"";"";""
1939;" 진관동";"은평뉴타운상림마을(현대아이파크B-3)";"11380";"2008";"13";"";"";""
1940;" 진관동";"제각말(푸르지오7단지)";"11380";"2010";"155";"";"";""
1941;" 진관동";"은평뉴타운 박석고개(힐스테이트1단지)";"11380";"2009";"102";"";"";""
1942;" 진관동";"은평뉴타운 구파발(금호어울림10단지)";"11380";"2010";"27";"";"";""
1943;" 진관동";"은평뉴타운 마고정(센트레빌3단지)";"11380";"2009";"107";"";"";""
1944;" 수색동";"상아";"11380";"2003";"356-3";"";"";""
1945;" 녹번동";"송학파크팰리스";"11380";"2008";"83-47";"";"";""
1946;" 녹번동";"굿모닝기룡아파트";"11380";"2012";"83-18";"";"";""
1947;" 녹번동";"힐스테이트녹번";"11380";"2019";"282";"";"";""
1948;" 불광동";"갤럭시타운";"11380";"2013";"281-81";"";"";""
1949;" 갈현동";"메카";"11380";"2001";"543";"";"";""
1950;" 구산동";"우신";"11380";"1995";"25-53";"";"";""
1951;" 구산동";"구산";"11380";"2005";"199-25";"";"";""
1952;" 응암동";"경남";"11380";"1995";"714";"";"";""
1953;" 응암동";"밝은문";"11380";"2014";"427-113";"";"";""
1954;" 응암동";"자선메르시안(119-15)";"11380";"2003";"119-15";"";"";""
1955;" 역촌동";"미랜드";"11380";"2006";"39-1";"";"";""
1956;" 역촌동";"아이언";"11380";"2004";"17-51";"";"";""
1957;" 역촌동";"부호(103동)";"11380";"2004";"58-41";"";"";""
1958;" 역촌동";"부호(101동)";"11380";"2004";"58-4";"";"";""
1959;" 역촌동";"신아굿모닝(40-55)";"11380";"2006";"40-55";"";"";""
1960;" 신사동";"정명네스트";"11380";"2003";"38-30";"";"";""
1961;" 신사동";"홍익";"11380";"1995";"19-117";"";"";""
1962;" 신사동";"신사동한신휴플러스";"11380";"2003";"365";"";"";""
1963;" 신사동";"응암역 효성해링턴플레이스";"11380";"2019";"372";"";"";""
1964;" 증산동";"자선메르시안(101)";"11380";"2003";"253";"";"";""
1965;" 진관동";"은평뉴타운상림마을(푸르지오C-7)";"11380";"2008";"2";"";"";""
1966;" 진관동";"은평뉴타운 폭포동(힐스테이트D-9)";"11380";"2010";"140";"";"";""
1967;" 진관동";"은평뉴타운 박석고개(힐스테이트13단지)";"11380";"2008";"123";"";"";""
1968;" 수색동";"수정가,나동(17-9)";"11380";"1987";"17-9";"";"";""
1969;" 수색동";"청구";"11380";"2000";"413";"";"";""
1970;" 녹번동";"녹번2현대";"11380";"2001";"278-1";"";"";""
1971;" 녹번동";"경원파발리안";"11380";"2011";"83-16";"";"";""
1972;" 불광동";"현대아파트";"11380";"1993";"171-61";"";"";""
1973;" 불광동";"월드그린";"11380";"2003";"8-51";"";"";""
1974;" 불광동";"삼익(217-9)";"11380";"1992";"217-9";"";"";""
1975;" 불광동";"은혜 스카이빌 아파트";"11380";"2005";"634";"";"";""
1976;" 불광동";"해피플러스1";"11380";"2005";"483-11";"";"";""
1977;" 불광동";"동호스카이";"11380";"2010";"217";"";"";""
1978;" 갈현동";"명성";"11380";"1996";"521-2";"";"";""
1979;" 구산동";"동익파크(355-98)";"11380";"1991";"355-98";"";"";""
1980;" 구산동";"구산그린빌";"11380";"2009";"226";"";"";""
1981;" 구산동";"금강포란재(101)";"11380";"2005";"355-82";"";"";""
1982;" 대조동";"모아아파트(B동)";"11380";"2015";"9-18";"";"";""
1983;" 대조동";"모아아파트(A동)";"11380";"2015";"9-19";"";"";""
1984;" 대조동";"모아";"11380";"2013";"9-21";"";"";""
1985;" 대조동";"정익제이원6차";"11380";"2017";"186-12";"";"";""
1986;" 응암동";"역산아이지아";"11380";"2004";"89-12";"";"";""
1987;" 응암동";"우리스페이스(113-28)";"11380";"2003";"113-28";"";"";""
1988;" 역촌동";"아그네스풍림아이원";"11380";"2009";"31-6";"";"";""
1989;" 신사동";"굿모닝기룡(369-0)";"11380";"2005";"369";"";"";""
1990;" 증산동";"월드빌";"11380";"2002";"250";"";"";""
1991;" 진관동";"은평뉴타운 기자촌11단지";"11380";"2015";"150";"";"";""
1992;" 진관동";"은평뉴타운상림마을(롯데캐슬A-2)";"11380";"2008";"14";"";"";""
1993;" 수색동";"진흥엣세벨";"11380";"2003";"416-1";"";"";""
1994;" 녹번동";"대림아파트(276)";"11380";"1993";"276";"";"";""
1995;" 불광동";"극동메트로타워";"11380";"2001";"311-13";"";"";""
1996;" 불광동";"신우빌라트";"11380";"1995";"241-23";"";"";""
1997;" 불광동";"쉐라톤";"11380";"1997";"455";"";"";""
1998;" 불광동";"대암아파트";"11380";"1997";"230-3";"";"";""
1999;" 갈현동";"수정럭스";"11380";"2002";"477-8";"";"";""
2000;" 갈현동";"해오름";"11380";"2004";"327-40";"";"";""
2001;" 갈현동";"인우(281-215)";"11380";"1999";"281-215";"";"";""
2002;" 구산동";"세화샤이닝2";"11380";"2003";"223";"";"";""
2003;" 대조동";"부림베스트빌";"11380";"2004";"191-24";"";"";""
2004;" 응암동";"서강스카이빌3(116-24)";"11380";"2006";"116-24";"";"";""
2005;" 응암동";"명남더블레스";"11380";"2012";"577-16";"";"";""
2006;" 응암동";"드림캐시아2";"11380";"2011";"109-22";"";"";""
2007;" 응암동";"뉴월드(402-42)";"11380";"2005";"402-42";"";"";""
2008;" 응암동";"미소세상";"11380";"2017";"117-35";"";"";""
2009;" 응암동";"명남더블레스 ";"11380";"2009";"93-6";"";"";""
2010;" 역촌동";"예승";"11380";"2002";"50-45";"";"";""
2011;" 역촌동";"두성";"11380";"2004";"21-21";"";"";""
2012;" 신사동";"개성하이뷰";"11380";"2009";"7-11";"";"";""
2013;" 신사동";"청운";"11380";"2003";"363";"";"";""
2014;" 증산동";"자선메르시안(193)";"11380";"2003";"193-1";"";"";""
2015;" 증산동";"문영마운틴(167-1)";"11380";"2004";"167-1";"";"";""
2016;" 증산동";"증산중앙하이츠";"11380";"2001";"248";"";"";""
2017;" 증산동";"선정(177)";"11380";"2003";"177-20";"";"";""
2018;" 진관동";"은평뉴타운 폭포동(힐스테이트D-10)";"11380";"2010";"132";"";"";""
2019;" 수색동";"수색자이 1단지";"11380";"2009";"75";"";"";""
2020;" 녹번동";"신현대";"11380";"2004";"176-8";"";"";""
2021;" 녹번동";"동호스카이";"11380";"2009";"141-8";"";"";""
2022;" 녹번동";"래미안베라힐즈";"11380";"2019";"283";"";"";""
2023;" 구산동";"무지개아파트(308-86)";"11380";"2013";"308-86";"";"";""
2024;" 구산동";"예승빌라트";"11380";"1997";"27-15";"";"";""
2025;" 구산동";"천지로얄";"11380";"2005";"202-8";"";"";""
2026;" 대조동";"나이스홈";"11380";"2012";"6-18";"";"";""
2027;" 대조동";"(6-19)";"11380";"2014";"6-19";"";"";""
2028;" 응암동";"자선메르시안102동(123-25)";"11380";"2002";"123-25";"";"";""
2029;" 응암동";"서강스카이빌";"11380";"2001";"109-3";"";"";""
2030;" 응암동";"모아(365-35)";"11380";"2006";"365-35";"";"";""
2031;" 응암동";"거장메카";"11380";"2019";"577-28";"";"";""
2032;" 역촌동";"태경맨션";"11380";"2004";"81-17";"";"";""
2033;" 역촌동";"라움";"11380";"2019";"2-100";"";"";""
2034;" 신사동";"성현";"11380";"2002";"200-28";"";"";""
2035;" 신사동";"테마빌2";"11380";"2004";"338-2";"";"";""
2036;" 신사동";"우공101동";"11380";"2004";"278-1";"";"";""
2037;" 신사동";"두산위브2차";"11380";"2011";"371";"";"";""
2038;" 신사동";"신성수정";"11380";"1996";"358";"";"";""
2039;" 증산동";"두산위브";"11380";"2005";"255";"";"";""
2040;" 진관동";"은평뉴타운 우물골(두산위브4단지)";"11380";"2009";"82";"";"";""
2041;" 진관동";"은평뉴타운 마고정2단지";"11380";"2009";"105";"";"";""
2042;" 녹번동";"리베하임";"11380";"2007";"29-108";"";"";""
2043;" 녹번동";"거성";"11380";"2008";"83-37";"";"";""
2044;" 불광동";"베로니스";"11380";"2019";"486-17";"";"";""
