"no";"dong";"AptName";"code";"buildYear";"jibun";"lat";"lng";"img"
1;" 사직동";"광화문풍림스페이스본(101동~105동)";"11110";"2008";"9";"";"";""
2;" 사직동";"광화문풍림스페이스본(106동)";"11110";"2008";"9-1";"";"";""
3;" 내수동";"경희궁의아침4단지";"11110";"2004";"73";"";"";""
4;" 견지동";"대성스카이렉스";"11110";"2008";"110";"";"";""
5;" 효제동";"포레스트힐시티";"11110";"2017";"65-2";"";"";""
6;" 명륜1가";"송림아마레스아파트";"11110";"2003";"2-12";"";"";""
7;" 명륜2가";"아남1";"11110";"1995";"4";"";"";""
8;" 명륜2가";"아남3";"11110";"1999";"237";"";"";""
9;" 명륜3가";"한빛";"11110";"1999";"1-30";"";"";""
10;" 창신동";"동대문";"11110";"1966";"328-17";"";"";""
11;" 숭인동";"삼전솔하임2차";"11110";"2012";"296-19";"";"";""
12;" 숭인동";"주건축물제1동";"11110";"2013";"1392";"";"";""
13;" 숭인동";"숭인한양LEEPS";"11110";"2014";"1421-2";"";"";""
14;" 숭인동";"종로동광모닝스카이";"11110";"2013";"1421-1";"";"";""
15;" 평창동";"에지앙빌";"11110";"2004";"179-5";"";"";""
16;" 평창동";"롯데낙천대";"11110";"2001";"72";"";"";""
17;" 평창동";"삼성";"11110";"1998";"596";"";"";""
18;" 평창동";"벽산블루밍평창힐스";"11110";"2004";"45";"";"";""
19;" 익선동";"현대뜨레비앙";"11110";"2003";"55";"";"";""
20;" 연건동";"이화에수풀";"11110";"2014";"195-10";"";"";""
21;" 명륜1가";"아마레스";"11110";"2002";"45-5";"";"";""
22;" 창신동";"MID그린(3동)";"11110";"2002";"601-2";"";"";""
23;" 창신동";"성용";"11110";"1994";"640-252";"";"";""
24;" 창신동";"창신쌍용2";"11110";"1993";"703";"";"";""
25;" 숭인동";"삼전솔하임4차";"11110";"2014";"318-2";"";"";""
26;" 평동";"경희궁자이(3단지)";"11110";"2017";"233";"";"";""
27;" 홍파동";"경희궁자이(2단지)";"11110";"2017";"199";"";"";""
28;" 명륜2가";"아남2";"11110";"1996";"236";"";"";""
29;" 창신동";"창신쌍용1";"11110";"1992";"702";"";"";""
30;" 숭인동";"종로중흥S클래스";"11110";"2013";"202-3";"";"";""
31;" 숭인동";"종로유케이201";"11110";"2013";"201-11";"";"";""
32;" 평창동";"롯데캐슬 로잔";"11110";"2009";"108";"";"";""
33;" 평창동";"갑을";"11110";"1997";"595";"";"";""
34;" 무악동";"무악다온채";"11110";"2011";"66-1";"";"";""
35;" 내수동";"경희궁의아침2단지";"11110";"2004";"71";"";"";""
36;" 내수동";"경희궁의아침3단지";"11110";"2004";"72";"";"";""
37;" 인의동";"효성쥬얼리시티";"11110";"2006";"48-2";"";"";""
38;" 동숭동";"동성아파트(1동)";"11110";"1999";"4-161";"";"";""
39;" 창신동";"MID그린(2동)";"11110";"2002";"601-1";"";"";""
40;" 창신동";"MID그린(6동)";"11110";"2002";"601-7";"";"";""
41;" 창신동";"MID그린(4동)";"11110";"2002";"601-5";"";"";""
42;" 창신동";"두산";"11110";"1999";"232";"";"";""
43;" 숭인동";"종로청계힐스테이트";"11110";"2009";"766";"";"";""
44;" 숭인동";"숭인상가";"11110";"1979";"204-11";"";"";""
45;" 교북동";"동아";"11110";"1995";"101";"";"";""
46;" 구기동";"렉스팰리스";"11110";"2005";"95-1";"";"";""
47;" 무악동";"인왕산아이파크";"11110";"2008";"60";"";"";""
48;" 청운동";"청운현대";"11110";"2000";"56-45";"";"";""
49;" 누상동";"청호그린빌";"11110";"1999";"40";"";"";""
50;" 내수동";"세종로대우";"11110";"1994";"167";"";"";""
51;" 명륜3가";"(1-102)";"11110";"1997";"1-102";"";"";""
52;" 창신동";"일우";"11110";"2002";"602";"";"";""
53;" 창신동";"미니";"11110";"1995";"638-36";"";"";""
54;" 창신동";"MID그린(8동)";"11110";"2002";"602-1";"";"";""
55;" 숭인동";"종로센트레빌";"11110";"2008";"2-1";"";"";""
56;" 숭인동";"롯데캐슬천지인";"11110";"2004";"76";"";"";""
57;" 평창동";"일성빌라트";"11110";"1996";"145-5";"";"";""
58;" 무악동";"현대";"11110";"2000";"82";"";"";""
59;" 옥인동";"세종아파트";"11110";"2005";"56";"";"";""
60;" 필운동";"두레엘리시안";"11110";"2007";"174-1";"";"";""
61;" 내수동";"경희궁 파크팰리스";"11110";"2003";"95";"";"";""
62;" 숭인동";"종로아인스빌";"11110";"2013";"1392-1";"";"";""
63;" 숭인동";"하림빌라트";"11110";"1998";"473";"";"";""
64;" 행촌동";"대성맨션";"11110";"1971";"41-1";"";"";""
65;" 무악동";"인왕산2차아이파크";"11110";"2015";"88";"";"";""
66;" 무악동";"경희궁 롯데캐슬";"11110";"2019";"46";"";"";""
67;" 창신동";"MID그린(5동)";"11110";"2002";"601-4";"";"";""
68;" 창신동";"창신이수";"11110";"2003";"23-816";"";"";""
69;" 창신동";"브라운스톤창신";"11110";"2006";"23-76";"";"";""
70;" 창신동";"창림";"11110";"1994";"639-20";"";"";""
71;" 창신동";"MID그린(1동)";"11110";"2002";"601";"";"";""
72;" 숭인동";"버넷하임1";"11110";"2013";"1421";"";"";""
73;" 교북동";"경희궁자이(4단지)";"11110";"2017";"126";"";"";""
74;" 당주동";"롯데미도파광화문빌딩";"11110";"1981";"145";"";"";""
75;" 이화동";"(9-1)";"11110";"2004";"9-1";"";"";""
76;" 연건동";"(60-1)";"11110";"1999";"60-1";"";"";""
77;" 창신동";"동대문맨션";"11110";"1973";"578-5";"";"";""
78;" 숭인동";"동문 (비동,씨동) (494-0)";"11110";"1997";"494";"";"";""
79;" 신영동";"대아파크빌";"11110";"1998";"254";"";"";""
80;" 교남동";"경희궁자이(2단지)";"11110";"2017";"199";"";"";""
81;" 평창동";"형우럭스빌(33-1)";"11110";"2005";"33-1";"";"";""
82;" 명륜1가";"건양하늘터";"11110";"2006";"23";"";"";""
83;" 명륜1가";"(5-89)";"11110";"1995";"5-89";"";"";""
84;" 숭인동";"(204-11)";"11110";"1979";"204-11";"";"";""
85;" 숭인동";"탑스빌";"11110";"2003";"178-76";"";"";""
86;" 명륜1가";"리치캐슬아파트";"11110";"2003";"33-85";"";"";""
87;" 창신동";"그린";"11110";"2002";"23-326";"";"";""
88;" 평창동";"엘리시아";"11110";"2009";"66-1";"";"";""
89;" 부암동";"별빛고운";"11110";"2006";"235-2";"";"";""
90;" 필운동";"신동아블루아광화문의 꿈";"11110";"2007";"254";"";"";""
91;" 충신동";"CS타워";"11110";"2011";"62-2";"";"";""
92;" 회현동1가";"남산 롯데캐슬 아이리스";"11140";"2011";"208";"";"";""
93;" 충무로5가";"충무로엘크루메크로시티2";"11140";"2016";"36-2";"";"";""
94;" 신당동";"신당아르브";"11140";"2014";"160-5";"";"";""
95;" 신당동";"약수하이츠";"11140";"1999";"842";"";"";""
96;" 신당동";"현대";"11140";"1993";"840";"";"";""
97;" 신당동";"신당푸르지오";"11140";"2005";"850";"";"";""
98;" 신당동";"남산리젠트힐";"11140";"2003";"432-1669";"";"";""
99;" 신당동";"래미안하이베르";"11140";"2011";"851";"";"";""
100;" 신당동";"남산타운";"11140";"2002";"844";"";"";""
101;" 신당동";"글로리안(A)";"11140";"2002";"432-986";"";"";""
102;" 흥인동";"청계천 두산위브더제니스";"11140";"2014";"13-1";"";"";""
103;" 황학동";"황학아크로타워";"11140";"2010";"2523";"";"";""
104;" 황학동";"롯데캐슬";"11140";"2008";"2545";"";"";""
105;" 황학동";"한양I-Class";"11140";"2013";"787";"";"";""
106;" 황학동";"DUO302";"11140";"2014";"819";"";"";""
107;" 중림동";"삼성사이버빌리지";"11140";"2001";"200";"";"";""
108;" 남창동";"경서";"11140";"1970";"205-44";"";"";""
109;" 회현동1가";"평화";"11140";"1976";"97-2";"";"";""
110;" 충무로4가";"진양상가";"11140";"1970";"120-3";"";"";""
111;" 오장동";"이지마루오장";"11140";"2018";"206-34";"";"";""
112;" 신당동";"노블레스하우스";"11140";"2007";"290-67";"";"";""
113;" 신당동";"남산정은스카이";"11140";"2005";"366-126";"";"";""
114;" 신당동";"신당역솔하임";"11140";"2016";"140-23";"";"";""
115;" 황학동";"중구리버빌";"11140";"2003";"981";"";"";""
116;" 중림동";"브라운스톤(355-0)";"11140";"2006";"355";"";"";""
117;" 남대문로5가";"남산트라팰리스";"11140";"2010";"827";"";"";""
118;" 회현동1가";"남산 SK LEADERS VIEW";"11140";"2010";"206";"";"";""
119;" 회현동2가";"쌍용남산플래티넘";"11140";"2010";"87";"";"";""
120;" 필동3가";"미주";"11140";"1976";"62-16";"";"";""
121;" 신당동";"신신(2차)";"11140";"2001";"432-1957";"";"";""
122;" 신당동";"(372-66)";"11140";"2010";"372-66";"";"";""
123;" 황학동";"청계리버팰리스A";"11140";"2019";"2033";"";"";""
124;" 회현동1가";"삼풍";"11140";"1975";"146-1";"";"";""
125;" 충무로4가";"남산센트럴 자이";"11140";"2009";"306";"";"";""
126;" 신당동";"태원팰리스5차(432-1132)";"11140";"2006";"432-1132";"";"";""
127;" 신당동";"수산타운(2차)";"11140";"2001";"432-2006";"";"";""
128;" 신당동";"신당동파라다이스";"11140";"2000";"846";"";"";""
129;" 신당동";"청구e편한세상";"11140";"2011";"852";"";"";""
130;" 신당동";"삼성";"11140";"1999";"843";"";"";""
131;" 신당동";"약수(372-13)";"11140";"1968";"372-13";"";"";""
132;" 흥인동";"동대문 와이즈 캐슬";"11140";"2014";"119";"";"";""
133;" 순화동";"덕수궁롯데캐슬";"11140";"2016";"217";"";"";""
134;" 만리동1가";"LIG 서울역 리가";"11140";"2012";"231";"";"";""
135;" 충무로5가";"충무로헤센스마트";"11140";"2018";"90";"";"";""
136;" 인현동2가";"신성상가";"11140";"1968";"192-30";"";"";""
137;" 묵정동";"충무";"11140";"1982";"11-2";"";"";""
138;" 장충동2가";"장충";"11140";"1981";"193-29";"";"";""
139;" 신당동";"동평화패션타운";"11140";"1968";"217-95";"";"";""
140;" 신당동";"한진그랑빌";"11140";"2001";"845";"";"";""
141;" 정동";"정동";"11140";"1965";"18-1";"";"";""
142;" 순화동";"바비엥3";"11140";"2006";"215";"";"";""
143;" 순화동";"순화동더샵";"11140";"2007";"151";"";"";""
144;" 산림동";"대림상가";"11140";"1972";"207-2";"";"";""
145;" 신당동";"명경";"11140";"2002";"432-657";"";"";""
146;" 신당동";"노블레스2";"11140";"2002";"432-1653";"";"";""
147;" 만리동1가";"대우디오빌";"11140";"2005";"62-7";"";"";""
148;" 묵정동";"묵정";"11140";"1981";"11-67";"";"";""
149;" 신당동";"신신(1차)";"11140";"2001";"432-1972";"";"";""
150;" 중림동";"성요셉";"11140";"1971";"149";"";"";""
151;" 만리동2가";"서울역센트럴자이";"11140";"2017";"176-1";"";"";""
152;" 장충동1가";"장충레지던스";"11140";"1993";"106-1";"";"";""
153;" 을지로5가";"삼성파크빌(39-1)";"11140";"2006";"39-1";"";"";""
154;" 신당동";"프라임2";"11140";"2003";"432-2837";"";"";""
155;" 신당동";"진달래";"11140";"2003";"333-42";"";"";""
156;" 황학동";"신당블루카운티";"11140";"2016";"846";"";"";""
157;" 신당동";"그린빌";"11140";"2003";"122-1";"";"";""
158;" 신당동";"유정";"11140";"2001";"432-1970";"";"";""
159;" 신당동";"동산";"11140";"2001";"432-579";"";"";""
160;" 신당동";"벨레어카운티";"11140";"2004";"407-17";"";"";""
161;" 신당동";"프라임1";"11140";"2003";"432-1632";"";"";""
162;" 황학동";"(1546-0)";"11140";"2015";"1546";"";"";""
163;" 황학동";"황학동 코아루";"11140";"2010";"882";"";"";""
164;" 황학동";"골드캐슬Ⅲ";"11140";"2017";"1743";"";"";""
165;" 만리동1가";"SY파크힐";"11140";"2005";"56-11";"";"";""
166;" 산림동";"청계상가";"11140";"1971";"207-1";"";"";""
167;" 예장동";"삼익";"11140";"1999";"9";"";"";""
168;" 오장동";"정석그라시아";"11140";"2019";"90-8";"";"";""
169;" 신당동";"푸른마을(B)";"11140";"2001";"432-922";"";"";""
170;" 후암동";"후암미주";"11170";"1980";"423-1";"";"";""
171;" 후암동";"명남아띠팰리스";"11170";"2006";"244-90";"";"";""
172;" 용산동2가";"한신";"11170";"1981";"47-17";"";"";""
173;" 동자동";"센트레빌아스테리움서울";"11170";"2013";"45";"";"";""
174;" 원효로4가";"산호";"11170";"1977";"118-16";"";"";""
175;" 도원동";"삼성래미안";"11170";"2001";"23";"";"";""
176;" 한강로3가";"시티파크(2단지)";"11170";"2007";"63-387";"";"";""
177;" 이촌동";"대림";"11170";"1994";"395";"";"";""
178;" 이촌동";"동아그린";"11170";"1999";"411";"";"";""
179;" 이촌동";"한가람";"11170";"1998";"404";"";"";""
180;" 이촌동";"한강맨숀";"11170";"1971";"300-23";"";"";""
181;" 이태원동";"청화1";"11170";"1982";"22-2";"";"";""
182;" 한남동";"한남더힐";"11170";"2011";"810";"";"";""
183;" 한남동";"한성1";"11170";"1974";"29-4";"";"";""
184;" 한남동";"한남아이파크애비뉴";"11170";"2017";"828";"";"";""
185;" 한남동";"한남동동원베네스트";"11170";"2010";"522-1";"";"";""
186;" 서빙고동";"신동아";"11170";"1985";"241-21";"";"";""
187;" 산천동";"리버힐삼성";"11170";"2001";"193";"";"";""
188;" 효창동";"화이트타운";"11170";"2003";"5-45";"";"";""
189;" 도원동";"제일1";"11170";"1971";"3-4";"";"";""
190;" 문배동";"용산큐브";"11170";"2013";"24-4";"";"";""
191;" 문배동";"프라임팰리스";"11170";"2012";"24-8";"";"";""
192;" 한강로1가";"대우월드마크용산";"11170";"2007";"64";"";"";""
193;" 한강로2가";"한강로대우아이빌";"11170";"2004";"2-11";"";"";""
194;" 이촌동";"북한강(성원)";"11170";"2001";"422";"";"";""
195;" 이촌동";"LG한강자이";"11170";"2003";"430";"";"";""
196;" 이촌동";"점보";"11170";"1974";"300-10";"";"";""
197;" 이촌동";"래미안첼리투스아파트";"11170";"2015";"436";"";"";""
198;" 이촌동";"강촌";"11170";"1998";"402";"";"";""
199;" 이촌동";"이촌코오롱(A)";"11170";"1999";"412";"";"";""
200;" 이촌동";"왕궁";"11170";"1974";"300-11";"";"";""
201;" 이촌동";"우성";"11170";"1995";"399-1";"";"";""
202;" 이태원동";"준아트빌";"11170";"2008";"124-1";"";"";""
203;" 한남동";"리버티하우스";"11170";"2001";"258";"";"";""
204;" 한남동";"한남동리첸시아";"11170";"2004";"72-1";"";"";""
205;" 서빙고동";"금호베스트빌1";"11170";"2002";"296";"";"";""
206;" 서빙고동";"신동아";"11170";"1984";"241-21";"";"";""
207;" 후암동";"프리마베라빌";"11170";"2003";"55-20";"";"";""
208;" 원효로1가";"용산파크뷰(46-3)";"11170";"2018";"46-3";"";"";""
209;" 신창동";"세방리버하이빌";"11170";"2005";"102";"";"";""
210;" 효창동";"아인하우스";"11170";"2012";"5-42";"";"";""
211;" 효창동";"임선웰빙";"11170";"2004";"5-72";"";"";""
212;" 효창동";"효창팰리스2차";"11170";"2002";"5-49";"";"";""
213;" 문배동";"이안용산1차(102동)";"11170";"2005";"7-6";"";"";""
214;" 한강로1가";"용산파크자이";"11170";"2005";"50-1";"";"";""
215;" 한강로3가";"시티하우스";"11170";"2011";"65-7";"";"";""
216;" 이태원동";"마운틴뷰";"11170";"1999";"198-16";"";"";""
217;" 한남동";"한남힐스테이트";"11170";"2003";"807";"";"";""
218;" 보광동";"리버빌(삼성)";"11170";"2000";"151";"";"";""
219;" 후암동";"후암맨션";"11170";"1974";"1-20";"";"";""
220;" 후암동";"브라운스톤남산";"11170";"2004";"458";"";"";""
221;" 청파동3가";"한울글로리A";"11170";"2003";"132-50";"";"";""
222;" 원효로1가";"용산 더프라임";"11170";"2014";"41";"";"";""
223;" 산천동";"한강타운";"11170";"2001";"204";"";"";""
224;" 효창동";"효창파크KCC스위첸";"11170";"2018";"286";"";"";""
225;" 도원동";"도원";"11170";"1983";"3-7";"";"";""
226;" 한강로1가";"삼각아파트";"11170";"1970";"231-24";"";"";""
227;" 한강로1가";"삼각아파트";"11170";"1971";"231-24";"";"";""
228;" 용산동5가";"용산파크타워(24-0)";"11170";"2009";"24";"";"";""
229;" 이촌동";"한강(대우)";"11170";"2000";"415";"";"";""
230;" 이촌동";"동부센트레빌";"11170";"2001";"418";"";"";""
231;" 이촌동";"현대한강";"11170";"1997";"400";"";"";""
232;" 이태원동";"남산대림";"11170";"1994";"729";"";"";""
233;" 한남동";"한남해피트리";"11170";"2016";"827";"";"";""
234;" 한남동";"현대하이페리온";"11170";"2002";"805";"";"";""
235;" 한남동";"리버탑";"11170";"2001";"802";"";"";""
236;" 동빙고동";"파인힐빌";"11170";"2003";"1-72";"";"";""
237;" 동자동";"동자";"11170";"1969";"19-8";"";"";""
238;" 용문동";"브라운스톤";"11170";"2011";"90";"";"";""
239;" 문배동";"리첸시아용산B";"11170";"2010";"40-31";"";"";""
240;" 신계동";"용산e편한세상";"11170";"2011";"48";"";"";""
241;" 한강로2가";"용산푸르지오써밋(420)";"11170";"2017";"420";"";"";""
242;" 한강로2가";"아스테리움 용산";"11170";"2012";"419";"";"";""
243;" 용산동5가";"용산파크타워(24-1)";"11170";"2009";"24-1";"";"";""
244;" 한강로3가";"한강대우트럼프월드3";"11170";"2004";"65-230";"";"";""
245;" 한강로3가";"용산 시티파크(1단지)";"11170";"2007";"63-389";"";"";""
246;" 이촌동";"강변";"11170";"1971";"193-3";"";"";""
247;" 이촌동";"미주A";"11170";"1975";"302-54";"";"";""
248;" 이촌동";"이촌코오롱(B)";"11170";"1999";"414";"";"";""
249;" 이촌동";"삼익";"11170";"1979";"300-301";"";"";""
250;" 이촌동";"현대맨숀";"11170";"1974";"301-162";"";"";""
251;" 이촌동";"동원베네스트";"11170";"2005";"434";"";"";""
252;" 이촌동";"왕궁";"11170";"1975";"300-11";"";"";""
253;" 이태원동";"이태원(이테크빌)";"11170";"2002";"730";"";"";""
254;" 한남동";"한남하우스";"11170";"1970";"723-3";"";"";""
255;" 한남동";"한남동UNVILLAGE루하우스";"11170";"2015";"1-51";"";"";""
256;" 한남동";"현대안성타워";"11170";"1998";"737-28";"";"";""
257;" 한남동";"태성1";"11170";"1975";"644-2";"";"";""
258;" 한남동";"한남파라곤";"11170";"2011";"825";"";"";""
259;" 보광동";"신동아1";"11170";"1992";"448";"";"";""
260;" 갈월동";"두리파크빌";"11170";"2004";"6-48";"";"";""
261;" 청파동1가";"목화";"11170";"2004";"84-3";"";"";""
262;" 청암동";"SK청암대(64-29)";"11170";"2001";"64-29";"";"";""
263;" 원효로4가";"강변삼성스위트";"11170";"1999";"178";"";"";""
264;" 효창동";"효창파크푸르지오";"11170";"2010";"274";"";"";""
265;" 문배동";"이안용산1차(103동)";"11170";"2005";"11-29";"";"";""
266;" 문배동";"아크로타워";"11170";"2007";"24-21";"";"";""
267;" 문배동";"지오베르크";"11170";"2004";"17-1";"";"";""
268;" 문배동";"이안용산1차(101동)";"11170";"2005";"11-14";"";"";""
269;" 한강로2가";"래미안용산더센트럴";"11170";"2017";"422";"";"";""
270;" 한강로3가";"한강자이에클라트";"11170";"2006";"16-85";"";"";""
271;" 한강로3가";"쌍용스윗닷홈";"11170";"2003";"89";"";"";""
272;" 이촌동";"반도";"11170";"1977";"301-170";"";"";""
273;" 이촌동";"정우";"11170";"1972";"302-69";"";"";""
274;" 이촌동";"이촌동삼성리버스위트";"11170";"2002";"426";"";"";""
275;" 한남동";"성아1";"11170";"1970";"263-10";"";"";""
276;" 원효로2가";"원효";"11170";"1970";"94-2";"";"";""
277;" 효창동";"효창맨션";"11170";"1969";"5-495";"";"";""
278;" 효창동";"세양청마루";"11170";"2006";"268";"";"";""
279;" 문배동";"CJ나인파크";"11170";"2007";"24-6";"";"";""
280;" 문배동";"이안용산프리미어";"11170";"2007";"3-3";"";"";""
281;" 문배동";"용산KCC웰츠타워";"11170";"2015";"11-10";"";"";""
282;" 문배동";"삼라마이다스빌2";"11170";"2004";"40-19";"";"";""
283;" 한강로2가";"벽산메가트리움";"11170";"2005";"2-8";"";"";""
284;" 한강로2가";"용산아이피아대주피오레";"11170";"2007";"2-185";"";"";""
285;" 한강로3가";"전자타운상가";"11170";"1993";"82";"";"";""
286;" 이촌동";"현대맨숀";"11170";"1975";"301-162";"";"";""
287;" 이촌동";"미주B";"11170";"1976";"302-48";"";"";""
288;" 이태원동";"주공1";"11170";"1993";"728";"";"";""
289;" 한남동";"아일랜드캐슬";"11170";"2003";"684-85";"";"";""
290;" 한남동";"효성빌리지";"11170";"2000";"799";"";"";""
291;" 한남동";"시범";"11170";"1970";"1-349";"";"";""
292;" 한남동";"힐탑트레져1동";"11170";"2003";"1-44";"";"";""
293;" 후암동";"뉴후암";"11170";"1973";"426";"";"";""
294;" 청파동3가";"베르체";"11170";"2003";"132-15";"";"";""
295;" 원효로1가";"리첸시아용산";"11170";"2010";"133-3";"";"";""
296;" 원효로3가";"금성";"11170";"1971";"124-1";"";"";""
297;" 원효로4가";"한강수";"11170";"2005";"128-1";"";"";""
298;" 효창동";"효창드림빌";"11170";"2002";"5-47";"";"";""
299;" 한강로3가";"우림필유";"11170";"2006";"91";"";"";""
300;" 이촌동";"리버뷰";"11170";"1970";"300-27";"";"";""
301;" 이촌동";"제일";"11170";"1976";"302-61";"";"";""
302;" 이태원동";"용산동아파트";"11170";"1969";"669";"";"";""
303;" 이태원동";"퍼시픽맨션골드";"11170";"2003";"352";"";"";""
304;" 한남동";"뉴캐슬하우스";"11170";"2003";"684-82";"";"";""
305;" 한남동";"대림아르빌";"11170";"2005";"808";"";"";""
306;" 서빙고동";"그린파크(코오롱 하늘채)";"11170";"2000";"293";"";"";""
307;" 후암동";"화인";"11170";"2002";"244-99";"";"";""
308;" 후암동";"힐튼빌리지2차";"11170";"2002";"244-88";"";"";""
309;" 후암동";"삼안리치10차";"11170";"2005";"123-51";"";"";""
310;" 한남동";"장미1";"11170";"1976";"732-19";"";"";""
311;" 한남동";"신성미소시티";"11170";"2006";"96-3";"";"";""
312;" 후암동";"신후암";"11170";"1971";"244-86";"";"";""
313;" 청암동";"GS자이";"11170";"2005";"181";"";"";""
314;" 효창동";"태원팰리스";"11170";"2007";"5-1";"";"";""
315;" 효창동";"효창베네스";"11170";"2002";"272";"";"";""
316;" 효창동";"효창아트빌2차";"11170";"2002";"5-158";"";"";""
317;" 효창동";"효창한신";"11170";"1987";"5-145";"";"";""
318;" 효창동";"아이딜";"11170";"2005";"130-2";"";"";""
319;" 용문동";"대성2차";"11170";"2002";"38-235";"";"";""
320;" 문배동";"리첸시아용산";"11170";"2010";"133-3";"";"";""
321;" 한강로2가";"용산파크e-편한세상";"11170";"2007";"417";"";"";""
322;" 한강로3가";"원효전자상가";"11170";"1974";"16-20";"";"";""
323;" 이촌동";"빌라맨션";"11170";"1974";"302-86";"";"";""
324;" 이촌동";"보람더하임";"11170";"2009";"435";"";"";""
325;" 이촌동";"로얄맨숀";"11170";"1972";"301-10";"";"";""
326;" 이촌동";"강서";"11170";"1972";"193-5";"";"";""
327;" 이태원동";"창덕아파트";"11170";"1996";"252-1";"";"";""
328;" 한남동";"트윈빌 에이동";"11170";"2008";"26-5";"";"";""
329;" 후암동";"후암";"11170";"2002";"244-106";"";"";""
330;" 후암동";"신주에지앙";"11170";"2004";"302";"";"";""
331;" 용문동";"삼성하이츠";"11170";"2003";"38-76";"";"";""
332;" 이촌동";"장미";"11170";"1975";"302-64";"";"";""
333;" 이촌동";"코스모스";"11170";"1974";"302-62";"";"";""
334;" 이촌동";"장미(203-14)";"11170";"1972";"203-14";"";"";""
335;" 이촌동";"월드메르디앙";"11170";"1971";"302-53";"";"";""
336;" 이촌동";"한강동부";"11170";"2008";"302-63";"";"";""
337;" 동빙고동";"현대플래티앙1(1-67)";"11170";"2004";"1-67";"";"";""
338;" 후암동";"삼안리치8차";"11170";"2004";"143-23";"";"";""
339;" 효창동";"세인트힐";"11170";"2004";"5-17";"";"";""
340;" 문배동";"G&P용산파크";"11170";"2018";"11-34";"";"";""
341;" 하왕십리동";"무학현대";"11200";"1996";"992";"";"";""
342;" 하왕십리동";"센트라스아파트";"11200";"2016";"1070";"";"";""
343;" 하왕십리동";"풍림아이원";"11200";"2004";"1061";"";"";""
344;" 하왕십리동";"왕십리KCC스위첸";"11200";"2016";"1002";"";"";""
345;" 하왕십리동";"왕십리자이";"11200";"2017";"1071";"";"";""
346;" 홍익동";"홍익한신";"11200";"1975";"119-1";"";"";""
347;" 마장동";"금호어울림";"11200";"2006";"820";"";"";""
348;" 마장동";"세림";"11200";"1986";"784";"";"";""
349;" 사근동";"중앙하이츠";"11200";"1989";"199";"";"";""
350;" 행당동";"대림e-편한세상";"11200";"2000";"347";"";"";""
351;" 행당동";"행당 한진타운";"11200";"2000";"346";"";"";""
352;" 행당동";"행당한신";"11200";"2003";"349";"";"";""
353;" 행당동";"신동아";"11200";"1995";"344";"";"";""
354;" 응봉동";"동아리버그린";"11200";"2003";"276";"";"";""
355;" 응봉동";"대림(2차)";"11200";"1989";"97";"";"";""
356;" 금호동2가";"신금호파크자이";"11200";"2016";"1";"";"";""
357;" 금호동2가";"래미안하이리버";"11200";"2012";"1217";"";"";""
358;" 금호동3가";"두산";"11200";"1994";"1331";"";"";""
359;" 금호동4가";"대우";"11200";"2001";"800";"";"";""
360;" 금호동4가";"서울숲푸르지오2차";"11200";"2012";"235";"";"";""
361;" 금호동4가";"삼산금호";"11200";"1975";"180";"";"";""
362;" 옥수동";"삼성";"11200";"1999";"250";"";"";""
363;" 옥수동";"옥수하이츠";"11200";"1998";"100";"";"";""
364;" 옥수동";"예건네스빌";"11200";"2005";"365-11";"";"";""
365;" 옥수동";"레미테지";"11200";"2004";"220-2";"";"";""
366;" 성수동1가";"중앙하이츠빌";"11200";"2003";"715";"";"";""
367;" 성수동1가";"갤러리아 포레";"11200";"2011";"685-696";"";"";""
368;" 성수동1가";"신장미";"11200";"1983";"656-421";"";"";""
369;" 성수동2가";"롯데캐슬파크";"11200";"2003";"835";"";"";""
370;" 성수동2가";"금호타운2";"11200";"1997";"832";"";"";""
371;" 송정동";"건영";"11200";"2000";"90";"";"";""
372;" 송정동";"양지쉐르빌아파트";"11200";"2016";"97";"";"";""
373;" 하왕십리동";"상리제나우스";"11200";"2013";"966-18";"";"";""
374;" 하왕십리동";"극동미라주";"11200";"2001";"1058";"";"";""
375;" 응봉동";"대림강변";"11200";"2001";"15";"";"";""
376;" 응봉동";"대림(1차)";"11200";"1986";"100";"";"";""
377;" 금호동1가";"벽산";"11200";"2001";"633";"";"";""
378;" 금호동1가";"이편한세상금호파크힐스";"11200";"2018";"280";"";"";""
379;" 옥수동";"옥수파크힐스101동~116동";"11200";"2016";"528";"";"";""
380;" 옥수동";"극동";"11200";"1986";"428";"";"";""
381;" 옥수동";"래미안 옥수 리버젠";"11200";"2012";"561";"";"";""
382;" 옥수동";"옥수파크힐스 117동~125동";"11200";"2016";"528-1";"";"";""
383;" 성수동1가";"대우2";"11200";"1999";"709";"";"";""
384;" 성수동1가";"서울숲한양현대";"11200";"1999";"707";"";"";""
385;" 성수동2가";"청구강변1";"11200";"1994";"712";"";"";""
386;" 성수동2가";"우방2";"11200";"1999";"286";"";"";""
387;" 용답동";"중앙하이츠";"11200";"1995";"15";"";"";""
388;" 상왕십리동";"텐즈힐(2구역)";"11200";"2014";"811";"";"";""
389;" 하왕십리동";"텐즈힐아파트(1단지)";"11200";"2015";"1066";"";"";""
390;" 하왕십리동";"청계벽산";"11200";"1996";"258";"";"";""
391;" 도선동";"삼성쉐르빌";"11200";"2006";"69";"";"";""
392;" 마장동";"삼성";"11200";"1996";"817";"";"";""
393;" 마장동";"마장동중앙하이츠";"11200";"1999";"819";"";"";""
